stroke_idx,wp_idx,kind,x_m,y_m,z_m,qx,qy,qz,qw,intensity,q1,q2,q3,q4,q5,q6,q7
0,60,draw,0.449800,-0.458570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.503256,0.615100,-0.311603,-1.847304,0.271406,2.420901,2.174993
0,61,draw,0.449800,-0.459570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.506455,0.616552,-0.309686,-1.844233,0.269952,2.419736,2.174993
0,62,draw,0.449800,-0.460570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.509644,0.618012,-0.307776,-1.841153,0.268500,2.418565,2.174993
0,63,draw,0.449800,-0.461570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.512822,0.619479,-0.305871,-1.838062,0.267050,2.417388,2.174993
0,64,draw,0.449800,-0.462570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.515991,0.620953,-0.303973,-1.834962,0.265604,2.416205,2.174993
0,65,draw,0.449800,-0.463570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.519149,0.622434,-0.302082,-1.831852,0.264160,2.415016,2.174993
0,66,draw,0.449800,-0.464570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.522297,0.623923,-0.300196,-1.828732,0.262719,2.413821,2.174993
0,67,draw,0.449800,-0.465570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.525434,0.625419,-0.298316,-1.825601,0.261281,2.412620,2.174993
0,68,draw,0.449800,-0.466570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.528562,0.626922,-0.296443,-1.822461,0.259845,2.411413,2.174993
0,69,draw,0.449800,-0.467570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.531680,0.628432,-0.294575,-1.819311,0.258412,2.410200,2.174993
0,70,draw,0.449800,-0.468570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.534787,0.629950,-0.292714,-1.816150,0.256981,2.408982,2.174993
0,71,draw,0.449800,-0.469570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.537885,0.631475,-0.290858,-1.812979,0.255553,2.407757,2.174993
0,72,draw,0.449800,-0.470570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.540972,0.633007,-0.289008,-1.809798,0.254128,2.406525,2.174993
0,73,draw,0.449800,-0.471570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.544050,0.634547,-0.287165,-1.806606,0.252705,2.405288,2.174993
0,74,draw,0.449800,-0.472570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.547117,0.636093,-0.285327,-1.803404,0.251285,2.404045,2.174993
0,75,draw,0.449800,-0.473570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.550175,0.637648,-0.283495,-1.800192,0.249867,2.402796,2.174993
0,76,draw,0.449800,-0.474570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.553223,0.639209,-0.281668,-1.796969,0.248452,2.401540,2.174993
0,77,draw,0.449800,-0.475570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.556261,0.640778,-0.279848,-1.793735,0.247039,2.400278,2.174993
0,78,draw,0.449800,-0.476570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.559289,0.642355,-0.278033,-1.790491,0.245628,2.399010,2.174993
0,79,draw,0.449800,-0.477570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.562308,0.643939,-0.276224,-1.787236,0.244220,2.397736,2.174993
0,80,draw,0.449800,-0.478570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.565316,0.645530,-0.274420,-1.783970,0.242815,2.396456,2.174993
